-0.273608 1.635470
-0.350311 1.561870
0.546146 0.208568
-0.368477 1.717200
-1.309640 0.614420
0.359942 0.618800
-0.399573 1.895850
0.189372 0.528031
0.175822 0.171305
-0.946734 1.393240
-0.406506 1.530010
-0.024055 1.691380
-0.341663 1.617230
-0.643365 1.389670
-0.801690 1.082060
-0.238681 1.705650
-0.126139 0.610291
-0.571283 1.628890
-0.483996 1.542650
-0.928877 2.195430
0.057815 -0.019491
-1.124650 0.914100
-0.662753 1.378870
-0.613495 1.439400
0.231607 0.135687
0.147536 0.525939
0.063323 -0.064709
-1.045300 1.266470
-1.486490 0.315536
-0.324882 1.713960
-0.365309 1.449510
-1.786420 2.027300
-0.686782 1.386940
-0.085146 0.270021
0.490010 -0.011593
-0.885539 1.117840
0.192607 0.139113
-0.404192 1.624500
0.762834 0.103586
-0.961821 1.056940
0.627072 0.025333
0.330812 0.046923
-0.352654 1.718780
-0.636884 1.527710
-0.824675 1.176240
-0.639119 1.271030
0.636154 0.095608
-0.646248 1.342410
0.846220 0.020346
-0.709398 1.261430
-0.531846 1.584650
-0.473787 1.456900
-0.466350 1.573370
-1.087760 0.702336
-0.505968 1.443550
-0.501120 1.401970
-0.571297 1.390170
-0.467022 1.420860
-0.759219 1.362440
0.467547 -0.038878
-0.829828 1.094240
-0.580833 0.969055
0.105947 0.368605
-0.285228 1.333550
-0.609718 1.131500
-0.536069 1.453520
-0.600729 1.516930
-0.436949 1.608860
-0.807736 1.283220
-0.156081 1.666440
-0.350910 1.646700
-0.752843 0.247617
-0.147052 1.370350
-0.507988 1.725350
-0.432911 1.507750
-0.184161 1.733550
-0.926848 1.041170
-0.156863 -0.133099
-0.572423 1.455140
-0.846278 1.355220
0.427688 0.516605
0.340721 -0.057995
-0.043536 0.472893
-0.573393 1.534820
-0.823420 1.629000
-0.718047 1.220930
-0.756073 1.491230
-0.292917 1.375820
-0.875428 0.556676
-0.627298 1.499840
-1.101010 0.633537
-0.397270 0.592239
0.479570 -0.069596
-0.987306 1.073160
-1.516050 1.895820
0.601230 -0.105751
-0.115945 1.546760
-0.873908 1.071840
-0.710471 1.349870
0.559595 0.078573
-0.167441 0.436475
-0.700804 1.246050
-0.599434 1.152450
-0.527992 1.456600
0.859488 -0.071292
-0.750236 1.429570
-0.570131 1.501430
0.330106 0.248546
-0.188772 1.720260
-1.039420 0.962466
-0.701295 1.397410
-0.494654 1.417430
-0.643120 1.366600
0.210141 -0.023208
-0.766106 1.395180
-0.545102 1.451560
-1.367400 0.315137
-0.435676 1.569290
-0.766438 0.257990
0.664871 0.129895
0.525195 -0.041875
-0.624410 1.366070
-0.641184 1.391000
-0.743716 1.231360
-0.357808 1.461570
0.103060 0.061699
-0.752070 0.421256
0.771336 0.184595
-0.784993 1.108350
-0.862487 1.133120
-0.380923 1.599390
-0.885630 0.743247
-0.409353 1.816030
-0.630825 1.239570
0.526766 0.200136
-0.456909 1.469660
0.119838 0.017951
-0.656182 0.595776
-0.183577 0.652664
0.049385 0.079432
-0.462976 1.797760
0.286794 0.466305
-1.663780 1.409260
-0.608394 0.187564
-0.504458 1.699630
0.130383 0.274409
-0.844298 1.080380
-1.330760 0.709189
-0.565041 0.471233
-0.787325 1.098780
-0.651910 1.417250
-0.313162 0.673235
-0.659626 1.647650
-0.156999 0.428341
0.593644 0.128553
-0.598025 1.441740
0.339301 0.177458
-1.183620 0.739791
0.670277 0.071628
-0.896314 0.198498
-0.773186 1.289830
-0.286703 1.516420
-0.593292 1.304950
-0.526431 1.502240
-0.569720 1.255340
-0.678883 1.350080
-0.643222 1.829070
-0.267195 1.825160
0.572541 -0.180622
0.325628 0.202837
-0.671689 1.155030
0.638319 -0.064889
-0.626236 1.519910
-0.163660 1.524070
-0.932772 1.161760
-0.215377 0.404105
-0.605263 0.526477
0.053013 -0.059177
-0.434312 0.425262
-0.713057 0.929707
-0.381466 0.118517
0.379288 -0.105026
0.160455 -0.011272
-0.694866 1.341290
-0.640720 1.280130
-0.982840 0.833866
-0.968145 1.623220
0.681837 0.189166
-0.857283 1.318650
-0.296934 1.678750
-0.037845 -0.267534
-0.559096 1.583330
-0.507482 1.570420
-0.520711 0.682267
-0.488416 1.685630
0.398575 0.003472
-0.569964 1.427110
-0.430544 1.429700
-0.587720 1.644150
-0.396911 1.487080
0.601120 0.419353
0.376934 0.214696
-0.236126 0.184405
-0.536411 1.104720
-1.001110 1.307120
0.735222 0.229791
-0.311256 1.522220
-0.499652 1.702800
-0.546923 1.453540
0.448629 0.191392
0.234311 0.058067
-0.900102 1.210900
-0.106555 1.901200
-0.140557 1.778740
-0.073415 0.992319
0.215597 0.359540
-0.971807 2.193150
0.047317 0.377459
-0.242668 1.626420
-0.443830 1.456920
-0.482219 1.432020
-0.114161 1.640270
0.490566 0.156254
0.365517 0.212398
-0.421972 1.352590
0.770960 0.166083
-0.699533 -0.069908
-0.295273 0.418108
-0.268770 1.397350
-0.488711 0.470270
-0.307431 0.756228
0.420941 0.079026
-0.709820 1.294350
-0.462320 1.772920
-0.977415 0.791176
-0.475310 1.375590
0.062511 0.239168
0.440824 0.293616
-0.194679 1.541550
0.589736 0.019895
-0.486147 1.611120
-1.186120 0.959242
-0.873312 0.580102
-0.453261 0.719715
-0.717205 1.403770
-0.900078 1.253770
0.417982 -0.031059
-0.818390 1.036540
-0.507460 1.643740
-0.452971 1.394960
1.114240 -0.016787
-1.528710 1.339840
-0.476338 0.725474
-0.505390 1.585760
0.477172 0.072057
-0.642488 1.695500
-0.116339 0.359684
-0.526900 1.567430
-0.857097 1.243880
0.154555 0.129801
-0.317827 1.368630
0.824105 0.089479
-0.731330 1.568760
-0.064407 0.376352
-0.769134 1.258400
-0.316304 1.554300
-0.280274 0.536980
0.364211 0.091984
0.681214 -0.075758
-0.956200 0.996306
-1.178900 1.687710
-0.626358 1.365020
-0.766246 1.222080
-0.982830 1.255720
-0.646167 1.342230
-1.058690 0.674317
-0.681143 1.283820
0.157949 0.579336
-0.909759 1.084380
-0.586237 1.563720
-0.671752 1.067880
0.402870 -0.096282
-0.655002 -0.192196
-0.757976 1.288550
-0.527021 1.260550
-0.317306 1.719070
-1.353660 0.601634
-1.000120 1.209560
-0.211245 2.006840
-0.381016 1.629640
-0.308962 1.458260
-0.239459 1.569550
-0.484228 1.615150
-0.446188 0.382640
-0.587200 1.226020
-0.699559 1.235670
-0.276897 0.782133
-0.804366 1.459000
-0.138689 1.496360
-0.607302 1.259130
-0.647495 1.351630
-0.169962 1.908220
-0.744729 1.503320
-0.792097 1.303490
-1.098090 0.928174
-0.593301 1.135100
-0.535514 1.570370
-0.990273 0.705472
-0.205301 1.687500
-0.594448 1.613720
-0.796047 1.347850
-0.670132 1.366550
-0.531677 1.249110
-0.634103 1.441970
0.492018 -0.082326
-0.745426 1.469680
-1.052260 1.039070
0.440029 0.155582
0.341358 0.088674
0.394238 0.002714
-0.626558 1.168500
-0.541445 1.511030
-0.241372 1.805820
-0.862397 1.008130
-0.812122 1.461250
-0.687255 1.419630
0.686907 0.074800
-0.573109 1.347660
-0.765893 1.226970
-1.089940 0.357873
-1.152730 1.630100
-0.225319 1.670610
-0.244350 1.609590
-0.404712 1.571860
-0.750954 1.393140
-0.529553 1.488290
-0.298613 1.717680
-0.602950 1.652520
-1.116360 1.155440
