-0.465386 -0.977917 -0.131431
0.922809 -0.488128 -0.0109096
-0.456416 0.991361 0.142671
-0.891249 0.703449 0.390134
-0.883824 -0.334014 0.302023
-0.510349 -0.969285 -0.158098
-0.534599 -0.965481 -0.175799
-0.91669 -0.277387 0.285577
-0.349714 -1.06712 -0.169689
0.217042 -1.11382 -0.111045
-0.441276 -0.999043 -0.141454
-0.41431 -1.1727 -0.344607
-0.788449 -0.531948 0.15986
-0.428636 -1.03494 -0.179867
-0.512118 -0.990936 -0.189614
-0.998409 0.427005 0.41924
-0.307578 -1.0294 -0.0998419
-0.365043 -1.00045 -0.0928598
-0.921549 -0.261006 0.30387
-1.0014 0.0696218 0.109987
-0.363578 -1.06973 -0.18125
-0.517701 -0.992498 -0.196956
-0.394843 -1.05965 -0.188358
-0.593887 -1.07606 -0.388057
-0.350381 -1.06401 -0.166151
-0.456352 -1.01638 -0.176354
-0.33454 -0.777227 0.233692
-0.543828 -0.969118 -0.190045
-0.901971 -0.29174 0.32987
-0.840288 -0.419556 0.257843
-0.756 -0.597343 0.105036
-0.415414 -1.1116 -0.269058
-0.450709 -1.11787 -0.304148
0.121482 -1.15603 -0.146223
-0.986789 0.494943 0.439136
0.177365 -1.30103 -0.273282
-0.99479 0.403612 0.376911
-0.516486 -0.692929 0.270518
-0.0366342 -1.24532 -0.253198
-0.407579 -1.03978 -0.171251
-1.00438 0.0821732 0.189535
-0.302911 -1.1684 -0.26754
-0.398401 -1.04571 -0.172726
-0.860102 -0.38359 0.273563
-0.380112 -1.03094 -0.141708
-0.220101 -0.767479 0.26752
-0.193382 -1.24563 -0.304121
-0.198793 -1.22197 -0.27989
0.224724 -0.820725 0.113736
-0.409608 -1.18035 -0.350543
0.383878 -1.1036 -0.119762
-0.35924 -1.06202 -0.16885
-1.00378 0.400633 0.420275
-0.384085 0.909122 -0.0197153
-0.987776 0.481351 0.428363
-0.359471 -0.794901 0.197739
-0.39342 -0.737765 0.273135
-0.0452797 -0.752638 0.261246
-0.941207 -0.231813 0.252739
0.172909 -1.12983 -0.122768
-0.409379 -1.04708 -0.18201
-0.545172 -0.952121 -0.167582
-0.943253 -0.497485 -0.268249
0.176267 -1.10945 -0.105311
0.591032 -1.03056 -0.108911
-0.380114 0.916213 -0.0120785
-0.514135 -0.979062 -0.175137
-0.660827 0.519963 -0.459595
0.103548 -1.2012 -0.18869
0.415401 -1.10656 -0.126049
0.230502 -0.914341 0.0444545
