82,2
83,1
84,9
85,10
86,10
87,10
88,9
89,19
90,23
91,18
92,30
93,52
94,55
95,66
96,74
97,69
98,111
99,109
100,143
101,159
102,177
103,195
104,212
105,280
106,309
107,333
108,392
109,435
110,450
111,600
112,544
113,682
114,777
115,794
116,914
117,1009
118,1164
119,1215
120,1307
121,1459
122,1612
123,1773
124,1939
125,2064
126,2279
127,2408
128,2638
129,2814
130,3084
131,3318
132,3653
133,3915
134,4068
135,4342
136,4662
137,5060
138,5281
139,5799
140,6053
141,6317
142,6636
143,7057
144,7622
145,7748
146,8394
147,8782
148,9180
149,9602
150,9887
151,10513
152,11209
153,11580
154,11845
155,12515
156,12990
157,13563
158,14024
159,14608
160,15107
161,15749
162,16069
163,16670
164,17315
165,17555
166,18371
167,18595
168,19553
169,20043
170,20662
171,21165
172,21424
173,22211
174,22475
175,23128
176,23509
177,24002
178,24635
179,25468
180,25789
181,25943
182,26484
183,26903
184,27133
185,27551
186,28167
187,28386
188,28643
189,29191
190,29645
191,29768
192,30275
193,30450
194,30768
195,30787
196,31574
197,31690
198,31931
199,32150
200,32633
201,32564
202,32790
203,32836
204,32938
205,33446
206,33086
207,33295
208,33458
209,33816
210,34066
211,34222
212,33908
213,34063
214,34172
215,34303
216,34491
217,34544
218,34467
219,34694
220,34669
221,34420
222,34520
223,34630
224,34520
225,34619
226,34357
227,34715
228,34431
229,33959
230,34281
231,33794
232,33836
233,34073
234,33973
235,34175
236,33739
237,33636
238,33217
239,33401
240,33301
241,33184
242,33031
243,32952
244,32780
245,32460
246,32310
247,32415
248,32011
249,31786
250,31911
251,31562
252,31889
253,31290
254,31116
255,30884
256,31288
257,30740
258,30427
259,30088
260,30328
261,30048
262,29788
263,29668
264,29570
265,29060
266,28999
267,28724
268,28561
269,28278
270,28158
271,27981
272,27723
273,27719
274,27114
275,27159
276,27010
277,26698
278,26652
279,26148
280,26173
281,25733
282,25587
283,25194
284,25352
285,25163
286,24739
287,24656
288,24009
289,24082
290,24125
291,23820
292,23664
293,23472
294,23199
295,22882
296,22930
297,22564
298,22307
299,22097
300,21845
301,21835
302,21638
303,21087
304,21217
305,20917
306,20739
307,20589
308,20604
309,20130
310,19978
311,19779
312,19863
313,19596
314,19557
315,19427
316,18797
317,19012
318,19047
319,18583
320,18300
321,18626
322,18317
323,17941
324,17873
325,17910
326,17210
327,17338
328,17286
329,16567
330,17152
331,16996
332,16515
333,16446
334,16223
335,16161
336,15909
337,15964
338,15616
339,15739
340,15503
341,15236
342,15209
343,15239
344,15205
345,15024
346,14582
347,14621
348,14483
349,14398
350,14231
351,14201
352,13876
353,13836
354,13846
355,13541
356,13501
357,13547
358,13204
359,13193
360,12905
361,13033
362,13000
363,12684
364,12553
365,12522
366,12297
367,12414
368,12432
369,12015
370,12298
371,12225
372,11909
373,11774
374,11782
375,11793
376,11437
377,11514
378,11313
379,11327
380,11185
381,11132
382,11022
383,10981
384,10887
385,10842
386,10736
387,10835
388,10669
389,10544
390,10584
391,10422
392,10302
393,10118
394,10336
395,10141
396,10255
397,10047
398,10061
399,10014
400,9840
401,10006
402,9914
403,9715
404,9621
405,9666
406,9487
407,9636
408,9539
409,9433
410,9555
411,9211
412,9458
413,9353
414,9326
415,9405
416,9203
417,9375
418,9178
419,9213
420,9117
421,9136
422,9096
423,9060
424,9011
425,9150
426,9088
427,9020
428,8959
429,8982
430,8816
431,8937
432,8816
433,9064
434,8975
435,8754
436,8954
437,8786
438,8801
439,8626
440,8768
441,8879
442,8769
443,8800
444,8748
445,8680
446,8801
447,8620
448,8510
449,8631
450,8542
451,8696
452,8724
453,8479
454,8681
455,8569
456,8565
457,8605
458,8592
459,8652
460,8680
461,8642
462,8643
463,8768
464,8811
465,8887
466,8790
467,8872
468,8848
469,8902
470,8912
471,8914
472,8899
473,9249
474,8970
475,9135
476,8801
477,9194
478,9082
479,9008
480,9234
481,9168
482,9283
483,9037
484,9337
485,9215
486,9089
487,9430
