4631,1
4634,1
4641,1
4644,1
4645,1
4657,1
4661,2
4662,1
4663,1
4666,5
4667,1
4668,2
4669,1
4671,1
4672,1
4673,3
4674,2
4675,4
4676,1
4677,2
4679,4
4680,1
4681,3
4682,2
4683,7
4684,3
4685,2
4686,3
4687,4
4688,3
4689,5
4690,5
4691,4
4692,7
4693,5
4694,1
4695,6
4696,7
4697,6
4698,7
4699,8
4700,6
4701,11
4702,7
4703,15
4704,6
4705,5
4706,8
4707,14
4708,12
4709,17
4710,14
4711,12
4712,22
4713,18
4714,15
4715,15
4716,21
4717,25
4718,24
4719,24
4720,26
4721,22
4722,23
4723,28
4724,36
4725,36
4726,26
4727,28
4728,37
4729,36
4730,43
4731,50
4732,39
4733,43
4734,55
4735,58
4736,56
4737,61
4738,58
4739,71
4740,66
4741,78
4742,61
4743,87
4744,85
4745,98
4746,106
4747,107
4748,130
4749,122
4750,117
4751,117
4752,130
4753,129
4754,140
4755,169
4756,182
4757,166
4758,188
4759,180
4760,210
4761,207
4762,204
4763,245
4764,260
4765,248
4766,285
4767,279
4768,318
4769,310
4770,357
4771,362
4772,382
4773,341
4774,398
4775,404
4776,421
4777,441
4778,468
4779,521
4780,499
4781,560
4782,590
4783,579
4784,635
4785,638
4786,639
4787,707
4788,700
4789,769
4790,793
4791,797
4792,853
4793,941
4794,906
4795,1026
4796,1009
4797,1091
4798,1108
4799,1140
4800,1187
4801,1224
4802,1310
4803,1315
4804,1472
4805,1482
4806,1613
4807,1599
4808,1703
4809,1723
4810,1867
4811,1836
4812,1989
4813,1980
4814,2069
4815,2169
4816,2221
4817,2448
4818,2464
4819,2560
4820,2571
4821,2648
4822,2763
4823,2900
4824,3112
4825,3073
4826,3208
4827,3382
4828,3571
4829,3579
4830,3649
4831,3838
4832,4013
4833,4100
4834,4316
4835,4476
4836,4623
4837,4686
4838,4839
4839,5022
4840,5214
4841,5370
4842,5495
4843,5752
4844,5967
4845,6222
4846,6252
4847,6480
4848,6706
4849,6728
4850,7148
4851,7346
4852,7601
4853,7881
4854,8165
4855,8395
4856,8436
4857,8837
4858,9099
4859,9505
4860,9560
4861,9872
4862,10136
4863,10573
4864,10767
4865,11245
4866,11385
4867,11685
4868,12177
4869,12357
4870,12516
4871,13190
4872,13464
4873,13534
4874,14116
4875,14447
4876,14891
4877,15236
4878,15776
4879,15942
4880,16618
4881,16750
4882,17348
4883,17621
4884,18090
4885,18512
4886,18862
4887,19396
4888,19815
4889,20136
4890,20614
4891,21132
4892,21757
4893,22123
4894,22711
4895,23118
4896,23816
4897,24211
4898,24703
4899,25104
4900,25730
4901,26144
4902,26518
4903,27536
4904,27721
4905,28478
4906,28836
4907,29482
4908,29730
4909,30430
4910,31127
4911,31794
4912,32220
4913,33103
4914,33694
4915,34347
4916,34727
4917,35063
4918,35734
4919,36540
4920,37173
4921,37823
4922,38205
4923,38822
4924,39752
4925,39908
4926,40818
4927,40765
4928,41993
4929,42389
4930,42691
4931,43845
4932,44275
4933,45002
4934,45278
4935,46599
4936,46956
4937,47418
4938,47844
4939,49023
4940,49080
4941,49415
4942,50466
4943,50635
4944,51740
4945,52516
4946,53160
4947,53147
4948,54028
4949,54631
4950,55212
4951,55550
4952,56639
4953,56898
4954,57510
4955,57752
4956,58291
4957,59400
4958,59597
4959,60041
4960,60714
4961,60893
4962,61530
4963,62169
4964,62672
4965,63121
4966,63169
4967,63647
4968,64361
4969,64927
4970,64695
4971,65475
4972,65711
4973,66164
4974,66788
4975,67340
4976,67058
4977,67490
4978,67711
4979,68465
4980,68136
4981,68670
4982,68779
4983,68998
4984,69462
4985,69735
4986,70323
4987,69894
4988,70074
4989,70050
4990,70388
4991,70606
4992,70737
4993,71012
4994,70432
4995,70599
4996,71387
4997,70978
4998,71085
4999,70720
5000,71029
5001,71272
5002,70849
5003,71256
5004,71185
5005,70861
5006,70869
5007,70792
5008,70430
5009,70267
5010,70533
5011,70368
5012,70058
5013,70052
5014,69656
5015,69894
5016,68377
5017,69153
5018,69691
5019,68966
5020,68353
5021,68261
5022,68116
5023,67761
5024,66761
5025,67045
5026,66395
5027,66726
5028,66017
5029,65361
5030,65452
5031,64812
5032,63812
5033,63740
5034,63243
5035,62973
5036,62375
5037,61923
5038,61676
5039,61313
5040,60550
5041,59999
5042,59875
5043,59214
5044,58329
5045,58460
5046,57277
5047,57057
5048,56345
5049,55559
5050,55067
5051,54547
5052,54224
5053,53371
5054,52855
5055,52431
5056,51456
5057,50878
5058,50692
5059,49841
5060,49200
5061,49042
5062,48408
5063,47745
5064,47084
5065,45997
5066,45509
5067,45110
5068,44808
5069,43951
5070,43336
5071,42450
5072,41831
5073,41510
5074,40526
5075,40144
5076,39736
5077,38860
5078,37993
5079,37718
5080,36934
5081,36487
5082,35890
5083,35056
5084,34837
5085,33981
5086,33401
5087,32760
5088,32028
5089,31939
5090,31113
